songs,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Feel Me Flow,Naughty By Nature,0.817,0.817,8,-4.911,0,0.135,0.098,1.61e-06,0.0798,0.854,90.194
U Saved Me,R. Kelly,0.651,0.56,6,-7.012,1,0.053,0.598,0,0.0873,0.297,104.045
It's Only Love,ZZ Top,0.515,0.805,5,-4.491,1,0.0345,0.00993,1.57e-05,0.419,0.743,101.161
I ll Always Love You,Taylor Dayne,0.417,0.565,0,-10.301,1,0.0359,0.000151,0.876,0.0507,0.368,112.844
Shadowplay,The Killers,0.433,0.756,9,-7.855,1,0.0565,0.000997,0.761,0.124,0.117,145.443
Hole In My Heart (All The Way To China),Cyndi Lauper,0.604,0.841,9,-6.776,1,0.0664,0.555,0,0.626,0.852,83.447
How Do You Do,Roxette,0.784,0.763,7,-4.82,1,0.25,0.201,0,0.129,0.702,145.891
The First Time,Surface,0.311,0.0264,0,-21.644,1,0.037,0.731,0.00205,0.156,0.139,120.653
The Old Man Down The Road,John Fogerty,0.768,0.809,9,-5.816,1,0.0289,0.0271,0.000633,0.0584,0.737,133.838
Show Me Love,Robyn,0.811,0.833,5,-4.259,1,0.153,0.014,2.06e-05,0.0769,0.567,120.258
Goin' Out Of My Head,Little Anthony & The Imperials,0.542,0.261,9,-12.231,1,0.0321,0.813,0,0.471,0.438,104.464
She Thinks She Needs Me,Andy Griggs,0.497,0.568,0,-7.67,1,0.0285,0.0788,0,0.223,0.386,138.107
Ben,Michael Jackson,0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642
Love Zone,Billy Ocean,0.726,0.829,7,-6.103,1,0.0655,0.193,5.33e-05,0.101,0.826,95.031
Crowded,Jeannie Ortega Featuring Papoose,0.559,0.562,11,-5.674,1,0.0325,0.203,9.48e-06,0.17,0.428,132.062
There's Nothin,Sean Kingston Featuring Elan & Juelz Santana,0.866,0.813,11,-4.063,0,0.0554,0.38,0,0.0779,0.969,121.998
Top Back,T.I.,0.597,0.678,2,-5.743,1,0.3,0.0103,0,0.381,0.659,160.074
No Myth,Michael Penn,0.633,0.795,0,-7.617,1,0.0319,0.054,8.83e-05,0.34,0.833,103.504
Remember Me,Rita Pavone,0.84,0.344,5,-8.613,0,0.0374,0.456,3.36e-05,0.35,0.526,111.994
I Was Such A Fool (To Fall In Love With You),The Flamingos,0.325,0.241,5,-8.719,1,0.0316,0.811,3.88e-06,0.0959,0.266,66.588
Wanna Get To Know You,G-Unit Featuring Joe,0.513,0.826,10,-3.651,0,0.132,0.106,0,0.0675,0.889,76.91
"Baby, You're Right",James Brown,0.683,0.898,6,-5.583,1,0.0528,0.0242,0.00824,0.124,0.639,103.012
Englishman In New York,Sting,0.674,0.347,9,-17.707,1,0.0364,0.396,1.05e-05,0.0916,0.647,102.013
Rainin' In My Heart,Slim Harpo,0.704,0.645,9,-8.255,0,0.0264,0.414,0.00454,0.119,0.761,106.537
Three Times A Lady,Commodores,0.39,0.0803,8,-20.518,1,0.0306,0.874,0.000639,0.127,0.184,150.503
Cool It Now,New Edition,0.871,0.532,10,-13.335,0,0.0677,0.126,0.00819,0.321,0.74,116.574
What's A Matter Baby,Ellen Foley,0.618,0.83,9,-5.722,1,0.048,0.264,0,0.266,0.864,112.58
You're Just About To Lose Your Clown,Ray Charles,0.742,0.48,4,-8.0,0,0.0369,0.509,0.0109,0.155,0.881,120.257
Laughing Boy,Mary Wells,0.632,0.336,9,-15.992,0,0.0331,0.385,0,0.127,0.886,109.493
Little Green Apples,Patti Page,0.519,0.131,0,-21.288,1,0.0501,0.848,0.0591,0.139,0.496,103.183
I've Been Lonely For So Long,Frederick Knight,0.791,0.286,7,-14.283,1,0.0364,0.364,0.0121,0.0938,0.872,96.741
Dear Dad,Chuck Berry,0.615,0.627,11,-8.1,0,0.139,0.529,0,0.151,0.744,79.896
I (Who Have Nothing),Terry Knight & The Pack,0.294,0.544,4,-7.905,0,0.0422,0.118,2.17e-05,0.303,0.264,138.558
Twilight Time,Andy Williams,0.455,0.361,9,-12.562,1,0.0473,0.747,0,0.238,0.285,115.854
Toby,The Chi-Lites,0.585,0.793,7,-3.713,1,0.0322,0.351,0,0.3,0.732,133.839
She Took You For A Ride,Aaron Neville,0.421,0.347,5,-10.805,1,0.0341,0.59,4.21e-06,0.19,0.869,181.566
One Week,Barenaked Ladies,0.702,0.898,9,-6.003,1,0.0373,0.00854,0.000154,0.0917,0.731,112.845
Turn My Swag On,Soulja Boy Tell'em,0.546,0.712,3,-3.104,0,0.0269,0.000969,0,0.406,0.489,150.154
Give It To Her,Tanto Metro & Devonte,0.6,0.583,9,-6.617,0,0.281,0.0918,0,0.0992,0.763,126.517
One On One,Daryl Hall & John Oates,0.748,0.302,0,-15.334,1,0.028,0.835,0.298,0.198,0.815,95.614
What You Don t Know,Expose,0.535,0.656,6,-5.283,1,0.035,0.0724,0.000148,0.17,0.36,111.947
Your Other Love,Connie Francis,0.518,0.655,9,-10.15,1,0.106,0.797,0,0.0807,0.939,149.939
Let s Get Rocked,Def Leppard,0.564,0.888,5,-6.763,1,0.0325,0.0109,6.68e-05,0.177,0.526,91.989
I'm Just Too Shy,Jermaine Jackson,0.864,0.682,6,-6.73,0,0.386,0.208,5.27e-06,0.1,0.268,115.012
Annie's Song,John Denver,0.304,0.305,2,-10.879,1,0.0298,0.871,0.00368,0.367,0.464,146.066
Beautiful,Eminem,0.551,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313
I Get Around,The Beach Boys,0.846,0.416,10,-13.767,0,0.118,0.156,9.34e-06,0.238,0.645,96.188
Without Me,Eminem,0.908,0.669,7,-2.827,1,0.0738,0.00286,0,0.237,0.662,112.238
Deeper (In Love With You),The O'Jays,0.575,0.562,3,-11.118,1,0.0305,0.208,0,0.344,0.902,169.362
No Son Of Mine,Genesis,0.535,0.972,9,-4.428,1,0.0844,0.00131,0.000471,0.0788,0.436,124.971
What Was I Thinkin',Dierks Bentley,0.551,0.825,5,-6.24,0,0.044,0.152,6.2e-06,0.0999,0.933,164.857
Down To Love Town,The Originals,0.729,0.664,1,-10.946,1,0.0283,0.0712,0.00303,0.343,0.892,122.473
Ding Dong! The Witch Is Dead,The Fifth Estate,0.685,0.875,2,-13.625,0,0.0701,0.88,0.148,0.125,0.459,126.645
Point Panic,The Surfaris,0.242,0.874,4,-14.809,1,0.0467,0.00528,0.893,0.848,0.879,190.94
Say,John Mayer,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043
Wichita Lineman,Glen Campbell,0.192,0.392,5,-11.667,1,0.0328,0.326,0.000199,0.248,0.391,172.312
I Need To Be In Love,The Carpenters,0.29,0.265,9,-14.01,1,0.035,0.824,0.0226,0.0823,0.173,143.632
House Of Love,Amy Grant With Vince Gill,0.526,0.811,1,-3.818,1,0.0338,0.444,0,0.0635,0.719,160.98
Laid,James,0.747,0.804,11,-9.534,0,0.269,0.25,0,0.581,0.566,139.977
Tower Of Strength,Gene McDaniels,0.525,0.493,9,-16.098,1,0.0249,0.00266,0.00665,0.084,0.792,98.064
Tusk,Fleetwood Mac,0.628,0.779,0,-11.841,1,0.0831,0.224,0.776,0.151,0.936,180.837
Groove Me,Fern Kinney,0.913,0.481,11,-8.459,1,0.0998,0.392,7.48e-05,0.0279,0.878,103.62
Set Adrift On Memory Bliss,PM Dawn,0.795,0.705,5,-8.552,0,0.0715,0.00118,0.00658,0.136,0.482,100.025
Rocky Mountain High,John Denver,0.455,0.437,4,-11.411,1,0.0278,0.314,0,0.501,0.724,81.396
Walkin' In The Rain,Jay & The Americans,0.506,0.562,7,-8.181,1,0.0299,0.422,0.000122,0.218,0.565,113.464
Talkin' To Me,Amerie,0.744,0.406,8,-6.378,0,0.0722,0.113,0,0.0316,0.725,89.942
"Love Theme From ""The Godfather""",Carlo Savina,0.572,0.0251,1,-27.229,1,0.0543,0.995,0.959,0.107,0.152,120.55
Foolin' Around,Kay Starr,0.591,0.574,5,-8.276,0,0.0269,0.228,1.43e-05,0.0794,0.229,131.495
Cold Feet,Albert King,0.715,0.66,1,-5.925,1,0.0358,0.0126,0.000851,0.0936,0.244,121.986
Seattle,Perry Como,0.323,0.135,11,-10.642,1,0.0412,0.97,2.59e-06,0.152,0.368,171.795
Someday,Nickelback,0.576,0.679,0,-7.237,1,0.034,0.0311,0,0.323,0.213,121.005
Ever Since The World Began,Tommy Shaw,0.596,0.367,7,-13.87,1,0.0343,0.704,0,0.26,0.278,127.304
Nada Es Para Siempre,Luis Fonsi,0.521,0.512,4,-8.391,0,0.0394,0.21,0,0.128,0.499,155.896
Beginning To Feel The Pain,Mac Davis,0.654,0.614,0,-8.207,1,0.0334,0.565,0,0.217,0.745,122.915
Francene,ZZ Top,0.429,0.272,10,-28.131,0,0.0411,0.331,0.933,0.116,0.631,64.938
She Cried,The Lettermen,0.423,0.322,10,-13.402,0,0.0265,0.79,1.17e-05,0.0823,0.491,99.888
Idlewild Blue (Don'tchu Worry 'Bout Me),OutKast,0.772,0.861,7,-2.389,1,0.0898,0.135,0.000742,0.064,0.424,133.918
Better Off Alone,Alice Deejay,0.671,0.88,8,-6.149,0,0.0552,0.00181,0.691,0.285,0.782,136.953
Charity Ball,Fanny,0.542,0.712,7,-10.667,1,0.0333,0.296,0.441,0.335,0.778,135.986
Rock Steady,The Whispers,0.927,0.832,10,-7.665,0,0.0604,0.0139,2.6e-06,0.0394,0.958,115.384
Broken Heart,The Fiestas,0.528,0.861,2,-4.309,1,0.0518,0.0108,0,0.268,0.591,95.02
So In Love With You,U.N.V.,0.591,0.428,2,-12.307,1,0.0403,0.881,4.67e-05,0.123,0.765,80.587
Ringo,Lorne Greene,0.563,0.521,11,-12.568,1,0.311,0.864,0,0.216,0.653,110.794
Circus,Britney Spears,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98
Careless Love,Ray Charles,0.454,0.157,3,-13.607,1,0.0367,0.968,3.14e-05,0.104,0.49,73.481
How Do I Make You,Linda Ronstadt,0.805,0.498,7,-7.927,0,0.0737,0.0203,2.37e-05,0.085,0.636,121.006
Wheels,Billy Vaughn,0.941,0.387,9,-11.92,1,0.0427,0.184,2.88e-05,0.157,0.965,125.021
When I'm Holding You Tight,Michael Stanley Band,0.62,0.882,4,-6.824,1,0.042,0.0387,0.00385,0.0787,0.833,138.033
Don t Wanna Lose You,Gloria Estefan,0.545,0.356,5,-14.127,1,0.0245,0.413,1.56e-06,0.128,0.465,82.214
That's When It Hurts,Ben E. King,0.693,0.456,1,-10.732,1,0.0484,0.0641,0.000269,0.0582,0.648,139.192
The Immigrant,Neil Sedaka,0.623,0.849,11,-10.03,1,0.0458,0.0353,0.109,0.279,0.746,113.014
MacArthur Park,Donna Summer,0.579,0.667,4,-12.361,0,0.04,0.0829,0.000605,0.0547,0.449,131.022
Jody,Jermaine Stewart,0.706,0.525,3,-7.472,1,0.204,0.0192,9.78e-05,0.112,0.0773,140.142
There It Is Part 1,James Brown,0.782,0.883,11,-4.806,0,0.0668,0.532,0.244,0.0294,0.909,104.204
Be Thankful For What You Got,William DeVaughn,0.678,0.592,11,-11.678,0,0.199,0.63,0.0436,0.0543,0.612,99.293
Arthur's Theme (The Best That You Can Do),Christopher Cross,0.619,0.427,7,-7.765,1,0.0261,0.33,5.24e-06,0.178,0.551,133.903
I Wanna Be There,Blessid Union Of Souls,0.602,0.931,1,-4.443,0,0.0585,0.0507,0.000677,0.294,0.48,123.994
Here's Your Sign (Get The Picture),Bill Engvall With Special Guest Travis Tritt,0.748,0.608,7,-12.0,1,0.172,0.636,0,0.377,0.772,89.077
Love Is The Drug,Roxy Music,0.838,0.757,2,-5.399,1,0.0927,0.059,0.0119,0.0271,0.602,124.65
Kiss A Girl,Keith Urban,0.653,0.786,2,-5.418,1,0.0338,0.0103,2.19e-06,0.201,0.477,120.992
Glad To Be Unhappy,Mamas & The Papas,0.298,0.0941,10,-19.958,0,0.0317,0.975,0.379,0.117,0.0807,140.47
Even Now,Barry Manilow,0.294,0.319,11,-10.359,1,0.0303,0.574,0.000106,0.0997,0.313,132.343
Joanne,Michael Nesmith,0.549,0.414,7,-8.453,1,0.0273,0.146,0,0.0998,0.404,149.746
Dreams,Diana DeGarmo,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151
"Lonely Boy, Lonely Guitar",Duane Eddy,0.361,0.312,5,-13.635,1,0.187,0.573,0,0.97,0.409,73.6
Get Down,Gilbert O'Sullivan,0.847,0.389,9,-15.362,0,0.0569,0.0753,1.2e-05,0.0471,0.968,111.52
Beep,Bobby V Featuring Yung Joc,0.935,0.745,7,-6.391,1,0.0431,0.00914,0,0.116,0.518,103.691
All This Time,Sting,0.476,0.495,1,-9.949,1,0.0301,0.161,1.97e-06,0.355,0.446,180.191
Gimme Some Lovin',The Spencer Davis Group,0.598,0.564,0,-6.454,1,0.032,0.216,0.000204,0.277,0.43,147.619
On Bended Knee,Boyz II Men,0.631,0.516,8,-8.225,1,0.0353,0.413,0,0.115,0.18,116.654
Go On Home,Patti Page,0.498,0.376,8,-7.605,1,0.0339,0.401,8.58e-05,0.102,0.162,72.737
Electricland,Bad Company,0.53,0.678,1,-7.643,0,0.0284,0.2,0.142,0.121,0.703,111.005
You're A Jerk,New Boyz,0.931,0.456,4,-6.206,1,0.348,0.153,0,0.0914,0.522,99.048
Big Things Poppin' (Do It),T.I.,0.597,0.715,7,-6.741,1,0.036,0.00425,0.911,0.191,0.539,169.036
Girls Are Out To Get You,Fascinations,0.29,0.89,11,-4.106,1,0.0453,0.00703,0.00385,0.0698,0.777,169.409
Rip Van Winkle,The Devotions,0.242,0.779,6,-4.999,1,0.0534,0.00681,1.03e-06,0.338,0.767,173.217
Holiday,Nazareth,0.81,0.511,5,-6.924,0,0.164,0.12,0,0.0832,0.837,151.947
Remember The Name,Fort Minor Featuring Styles Of Beyond,0.688,0.835,8,-4.162,1,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858
Energy,Devone,0.747,0.571,11,-7.916,1,0.478,0.38,0,0.534,0.553,172.104
Shower The People,James Taylor,0.669,0.392,2,-13.778,0,0.0241,0.433,0,0.0842,0.552,98.646
Saturday Night,New Christy Minstrels,0.551,0.44,10,-8.559,1,0.0985,0.606,3.02e-05,0.11,0.341,167.923
Part Two (Let A Man Come In And Do The Popcorn),James Brown,0.695,0.701,1,-3.311,1,0.0561,0.298,0.00171,0.0599,0.931,98.312
Tonight I Wanna Be Your Man,Andy Griggs,0.404,0.364,3,-11.249,1,0.0331,0.392,0,0.123,0.21,139.493
Gotta Get Back To You,Tommy James,0.658,0.747,4,-10.122,1,0.181,0.0193,9.14e-06,0.0621,0.754,148.28
A World Without Music,Archie Bell & The Drells,0.524,0.435,4,-13.384,0,0.0252,0.252,0.876,0.208,0.547,89.972
Video Phone,Beyonce,0.479,0.763,8,-8.954,1,0.178,0.00242,0.0353,0.383,0.608,84.769
Lost One,Jay-Z Featuring Chrisette Michele,0.727,0.781,5,-8.614,1,0.29,0.103,0,0.0537,0.682,81.076
Smokin' Me Out,Warren G ft Ron Isley,0.831,0.505,0,-8.797,1,0.168,0.0491,0,0.208,0.639,91.827
Touch And Go,The Cars,0.812,0.542,7,-5.403,0,0.0444,0.294,6.92e-05,0.141,0.733,110.268
Fool For The City,Foghat,0.348,0.977,0,-2.113,1,0.131,0.000496,0.000642,0.239,0.463,140.046
One More Day,New Edition,0.668,0.405,4,-7.629,1,0.0277,0.592,0,0.115,0.234,131.064
Ready Or Not Here I Come (Can't Hide From Love),The Delfonics,0.552,0.636,3,-6.215,1,0.0338,0.304,2.32e-05,0.153,0.663,82.884
In The Still Of The Night,Dion,0.43,0.33,6,-10.621,1,0.0353,0.876,0,0.105,0.316,108.824
The Boy In The Bubble,Paul Simon,0.62,0.703,2,-7.854,1,0.0836,0.479,0,0.14,0.559,136.155
Memory,Barry Manilow,0.434,0.889,9,-5.684,1,0.0509,0.395,0,0.273,0.845,113.326
Angel,Sarah McLachlan,0.74,0.766,6,-2.939,1,0.178,0.116,0,0.0406,0.807,170.531
Beechwood 4-5789,Carpenters,0.631,0.67,2,-4.755,1,0.0336,0.68,0,0.167,0.972,138.273
Her Royal Majesty,James Darren,0.796,0.767,1,-5.04,0,0.0638,0.277,2.52e-06,0.137,0.779,110.076
You Can't Stand Alone,Wilson Pickett,0.702,0.846,7,-6.555,1,0.0296,0.382,0.306,0.187,0.949,142.433
Come Back To Me,David Cook,0.428,0.409,5,-12.346,0,0.0271,0.626,0.00961,0.138,0.0611,77.906
Lookin' For A Love,Bobby Womack,0.616,0.378,7,-9.709,1,0.0274,0.714,0,0.0814,0.305,84.158
Gravity,James Brown,0.539,0.615,1,-8.746,0,0.252,0.173,0.0056,0.144,0.493,163.924
A Heart In New York,Art Garfunkel,0.417,0.31,6,-20.15,1,0.0469,0.726,0.000639,0.424,0.348,93.463
Headline News,Edwin Starr,0.684,0.524,3,-9.383,1,0.023,0.334,0.00178,0.075,0.552,94.804
Ms. New Booty,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,0.64,0.62,1,-5.931,1,0.416,0.016,0,0.0831,0.609,129.37
I Don t Wanna Go On With You Like That,Elton John,0.643,0.89,9,-8.359,0,0.0325,0.042,0.00102,0.03,0.965,134.9
Nothing But A Heartache,The Flirtations,0.489,0.936,8,-4.909,1,0.0533,0.000168,0.000263,0.149,0.822,111.845
Days Of Wine And Roses,Henry Mancini,0.47,0.0296,7,-25.411,0,0.0352,0.991,0.948,0.0976,0.184,89.408
Behind Bars,Slick Rick,0.549,0.804,7,-6.115,1,0.366,0.103,0,0.18,0.707,190.479
California Earthquake,Mama Cass,0.528,0.636,2,-8.728,1,0.0253,0.274,3.55e-05,0.521,0.53,91.139
Breakfast For Two,Country Joe And The Fish,0.351,0.292,11,-19.343,0,0.0358,0.374,0.000531,0.0924,0.386,95.275
Carlene,Phil Vassar,0.587,0.88,4,-5.725,1,0.0324,0.0784,0,0.182,0.778,129.222
The Love I Saw In You Was Just A Mirage,The Miracles,0.6,0.455,0,-10.634,1,0.0288,0.409,0,0.181,0.72,98.892
Diamonds,Herb Alpert Featuring Janet Jackson,0.564,0.71,11,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972
Every Day I Have To Cry,Steve Alaimo,0.661,0.738,5,-4.868,0,0.0295,0.306,3.87e-06,0.787,0.972,126.224
A Very Special Love Song,Charlie Rich,0.39,0.384,0,-10.487,1,0.027,0.921,0.00303,0.143,0.333,76.482
The Happy Girls,Helen Reddy,0.475,0.306,11,-12.649,1,0.0293,0.466,8.93e-06,0.0881,0.269,75.527
Tennessee Flat-Top Box,Johnny Cash,0.618,0.767,5,-12.015,0,0.0307,0.216,5.61e-05,0.219,0.964,97.522
Rockin  Over The Beat,Technotronic,0.734,0.904,8,-10.604,1,0.0345,0.0437,0.0631,0.154,0.969,120.75
Get Rhythm,Johnny Cash,0.914,0.465,5,-11.406,1,0.0618,0.67,0,0.222,0.932,110.205
Once You Hit The Road,Dionne Warwick,0.702,0.71,5,-5.615,1,0.0286,0.104,0,0.0867,0.456,104.035
Good Morning Judge,10cc,0.737,0.642,9,-9.492,1,0.0916,0.0185,0.00415,0.0726,0.467,106.742
What Am I Going To Do Without Your Love,Martha & The Vandellas,0.545,0.527,2,-7.633,1,0.0319,0.401,1.2e-06,0.102,0.767,125.267
Everybody Loves A Winner,William Bell,0.467,0.526,2,-5.941,1,0.0276,0.123,3.7e-06,0.0703,0.241,150.005
Sweet Dreams,Eurythmics,0.692,0.711,0,-7.498,0,0.0317,0.225,0,0.12,0.875,125.135
Things,Bobby Darin,0.659,0.683,3,-5.623,1,0.0312,0.513,4.93e-06,0.133,0.397,139.931
Keep On Walkin ,CeCe Peniston,0.766,0.712,6,-12.111,1,0.0427,0.00291,0.0201,0.226,0.655,104.974
Share Your Love With Me,Kenny Rogers,0.435,0.311,5,-12.342,1,0.0331,0.528,5.59e-05,0.116,0.721,121.414
The Power Of Gold,Dan Fogelberg,0.566,0.789,4,-8.315,0,0.0281,0.179,0.00191,0.332,0.767,130.547
Staying With It,Firefall,0.756,0.69,11,-7.34,1,0.0382,0.00777,0,0.264,0.892,127.791
Angel,Johnny Tillotson,0.74,0.766,6,-2.939,1,0.178,0.116,0,0.0406,0.807,170.531
Do You Believe Me Now,Jimmy Wayne,0.503,0.827,4,-4.046,1,0.0553,0.0723,1.15e-06,0.126,0.376,161.834
Question,Lloyd Price,0.207,0.973,4,-3.21,0,0.185,0.00083,0.0158,0.318,0.364,180.683
Darlin',The Beach Boys,0.866,0.388,9,-11.009,1,0.32,0.571,0,0.1,0.556,109.976
Never My Love,The Association,0.435,0.428,6,-11.747,1,0.0268,0.171,0.000708,0.149,0.61,95.534
Dude,Beenie Man Featuring Ms. Thing,0.54,0.982,4,-2.962,0,0.0458,0.435,3.37e-05,0.0457,0.91,126.294
One,Creed,0.687,0.781,1,-4.806,1,0.053,0.0361,0,0.0755,0.688,97.014
I'm In Love Again,Ricky Nelson,0.711,0.54,1,-8.57,1,0.0505,0.781,0,0.044,0.963,127.577
"Goodnight, Irene",Jerry Reed,0.569,0.149,5,-15.383,1,0.031,0.766,1.01e-05,0.137,0.469,111.352
Back In Love Again,The Buckinghams,0.83,0.559,10,-14.609,0,0.132,0.0173,4.85e-05,0.189,0.877,109.34
Love Ballad,L.T.D.,0.602,0.385,6,-14.81,0,0.0385,0.449,0.000111,0.0803,0.354,77.697
I'll Meet You Halfway,The Partridge Family,0.539,0.461,0,-9.689,1,0.031,0.607,0.000438,0.302,0.49,111.588
She's Got A Way,Billy Joel,0.495,0.142,11,-16.186,0,0.0436,0.97,1.93e-06,0.113,0.196,75.859
Imagine,Glee Cast,0.729,0.475,8,-4.985,1,0.0364,0.378,0,0.12,0.371,62.52
Waiting For Love,Alias,0.579,0.736,6,-3.863,0,0.0527,0.31,0,0.198,0.613,127.999
Be Still My Beating Heart,Sting,0.659,0.468,7,-16.647,1,0.0395,0.266,0.000525,0.0427,0.505,101.422
You All Dat,Baha Men With Imani Coppola,0.713,0.963,7,-3.979,1,0.12,0.247,0,0.125,0.631,123.82
The Boys Of Summer,The Ataris,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941
On Bended Knees,Clarence Henry,0.546,0.181,9,-18.92,0,0.0281,0.708,2.07e-05,0.134,0.678,92.106
Whatever Gets You Thru The Night,John Lennon,0.574,0.853,2,-9.157,1,0.0763,0.531,0.581,0.543,0.755,126.313
I Like,Men Without Hats,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97
I Had A Talk With My Man,Mitty Collier,0.327,0.367,8,-6.763,1,0.0264,0.327,0,0.129,0.347,141.603
Lady Madonna,The Beatles,0.65,0.777,2,-4.984,1,0.0294,0.141,0.343,0.215,0.574,109.608
Sign Of The Gypsy Queen,April Wine,0.405,0.547,4,-14.29,0,0.0381,0.111,8.03e-06,0.163,0.406,138.411
Only You (And You Alone),Bobby Hatfield,0.419,0.331,3,-10.497,1,0.0293,0.932,0,0.102,0.322,80.647
Time And Love,Barbra Streisand,0.639,0.74,4,-10.762,1,0.0303,0.0927,0,0.118,0.934,136.03
Like We Never Loved At All,Faith Hill,0.497,0.468,2,-8.182,1,0.0286,0.0817,0,0.112,0.285,133.789
Theme From Cleopatra Jones,Joe Simon,0.632,0.559,7,-9.703,1,0.0397,0.297,0.00214,0.296,0.72,96.594
Dirty Water,Rock And Hyde,0.666,0.408,1,-7.464,1,0.0393,0.404,0.00251,0.0316,0.474,92.01
Don t Walk Away,Robert Tepper,0.831,0.915,10,-7.501,0,0.128,0.147,0.00571,0.196,0.881,102.979
Let's Get Crazy Tonight,Rupert Holmes,0.784,0.699,5,-8.433,1,0.0312,0.0578,2.83e-06,0.0833,0.966,113.797
Private Emotion,Ricky Martin Featuring Meja,0.51,0.726,1,-7.0,1,0.0337,0.265,0,0.0911,0.489,146.553
Moving Mountains,Usher,0.72,0.734,6,-4.515,1,0.0316,0.0856,0,0.303,0.37,115.999
Sharp Dressed Man,ZZ Top,0.601,0.859,5,-5.263,1,0.0276,0.000359,0.00124,0.0871,0.446,125.145
Let's Put It All Together,The Stylistics,0.499,0.41,0,-9.29,1,0.0287,0.699,0,0.0854,0.513,132.399
Give It 2 Me,Madonna,0.837,0.954,8,-3.512,0,0.0414,0.0933,0.000405,0.143,0.972,127.019
Rock-A-Bye Your Baby With A Dixie Melody,Aretha Franklin,0.535,0.433,7,-8.401,1,0.0331,0.457,0,0.114,0.491,87.87
Recover Your Soul,Elton John,0.725,0.653,7,-9.365,1,0.0238,0.134,0.00675,0.272,0.582,103.003
People Get Ready,The Impressions,0.414,0.249,1,-12.674,1,0.0369,0.894,8.37e-06,0.188,0.341,142.442
Listen,Beyonce,0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764
What'd I Say,Rare Earth,0.54,0.681,4,-5.44,1,0.0508,0.808,0,0.162,0.794,88.385
Skin (Sarabeth),Rascal Flatts,0.484,0.299,2,-9.903,1,0.0286,0.483,0.000112,0.145,0.232,139.87
Girls And Boys,Good Charlotte,0.57,0.104,7,-16.956,1,0.105,0.994,0.94,0.112,0.239,98.172
I've Told Every Little Star,Linda Scott,0.587,0.0575,2,-22.505,0,0.0406,0.943,0.865,0.0928,0.146,64.996
Theme For Young Lovers,Percy Faith,0.346,0.372,9,-13.811,1,0.0341,0.761,0.919,0.122,0.192,108.189
"Big River, Big Man",Claude King,0.576,0.978,0,-2.716,1,0.356,0.268,0,0.688,0.594,92.827
Ice Cream Freeze (Let's Chill),Hannah Montana,0.715,0.978,0,-3.555,1,0.0747,0.048,0.000135,0.098,0.789,106.009
Let's Do It Again,The Staple Singers,0.631,0.696,0,-5.631,0,0.211,0.578,0,0.0784,0.927,173.537
Love Again,John Denver ,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982
Sugar And Spice,The Cryan' Shames,0.667,0.6,2,-4.02,1,0.0656,0.3,4.37e-05,0.423,0.841,151.964
Shoppin' For Clothes,The Coasters,0.636,0.282,7,-14.011,0,0.123,0.778,0,0.148,0.627,88.531
It's Only Love,Tommy James,0.515,0.805,5,-4.491,1,0.0345,0.00993,1.57e-05,0.419,0.743,101.161
It's All Right (You're Just In Love),The Tams,0.714,0.408,0,-14.462,1,0.0495,0.204,2.91e-06,0.699,0.932,113.249
Crazy About Her,Rod Stewart,0.74,0.628,7,-14.553,0,0.0401,0.0507,7.63e-05,0.297,0.755,107.873
Jumper,Third Eye Blind,0.599,0.543,0,-9.226,1,0.0302,0.0129,0.00204,0.291,0.624,91.105
She's A Runner,Billy Squier,0.281,0.823,7,-5.044,1,0.0509,0.0395,0.0056,0.0812,0.515,209.758
Looking For Love,Connie Francis,0.616,0.655,5,-6.616,1,0.0925,0.28,0,0.137,0.547,85.0
Club At The End Of The Street,Elton John,0.65,0.755,2,-9.645,1,0.0281,8.12e-05,0.0145,0.326,0.782,124.844
Breathe,Faith Hill,0.529,0.496,7,-9.007,1,0.029,0.173,0,0.251,0.278,136.859
Send Me The Pillow You Dream On,Dean Martin,0.595,0.308,3,-11.626,1,0.0333,0.84,4.08e-06,0.0942,0.624,119.755
Who Needs Ya,Steppenwolf,0.504,0.624,4,-13.945,1,0.0524,0.00826,0.0455,0.0742,0.628,117.314
The Weight,Jackie DeShannon,0.63,0.551,9,-9.28,1,0.0549,0.373,5.75e-05,0.103,0.518,143.868
Bill,Peggy Scott-Adams,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046
